player_id,player_name,position,career_faceoff_pct,season_faceoff_pct,games_played,handedness
,Tanner Jeannot,F,,44.4,67.0,
,David Kämpf,C,,51.2,59.0,
,Tye Kartye,F,,20.0,63.0,
,Dmitry Kulikov,D,,,70.0,
,Ryan Lomberg,LW,,31.3,80.0,
,Denton Mateychuk,D,,,45.0,
,Max Pacioretty,LW,,54.5,37.0,
,Jayden Struble,D,,,56.0,
,Zach Whitecloud,D,,,74.0,
,Artem Zub,D,,,56.0,
,Justin Barron,D,,,62.0,
,Justin Barron,D,,,17.0,
,Justin Barron,D,,,45.0,
,Carson Soucy,D,,,75.0,
,Carson Soucy,D,,,59.0,
,Carson Soucy,D,,,16.0,
,Noel Acciari,C,,53.7,79.0,
,Declan Chisholm,D,,,66.0,
,Sam Colangelo,RW,,26.7,32.0,
,Nicolas Hague,D,,,68.0,
,Alexander Holtz,RW,,23.1,53.0,
,Kevin Labanc,RW,,0.0,34.0,
,Trevor Lewis,C,,46.5,60.0,
,Alec Martinez,D,,,44.0,
,Brayden Pachal,D,,,76.0,
,Cole Smith,F,,52.9,71.0,
,Henry Thrun,D,,,60.0,
,Brandon Carlo,D,,,83.0,
,Brandon Carlo,D,,,63.0,
,Brandon Carlo,D,,,20.0,
,Marat Khusnutdinov,C,,43.6,75.0,
,Marat Khusnutdinov,C,,43.4,57.0,
,Marat Khusnutdinov,C,,55.6,18.0,
,John Beecher,C,,51.8,78.0,
,William Carrier,LW,,50.0,43.0,
,Anthony Duclair,LW,,0.0,44.0,
,Sean Durzi,D,,,30.0,
,Derek Forbort,D,,,54.0,
,Collin Graf,F,,33.3,33.0,
,Zachary Jones,D,,,46.0,
,Kyle MacLean,F,,48.2,81.0,
,Matthew Poitras,C,,45.7,33.0,
,Aatu Räty,C,,57.7,33.0,
,Elmer Söderblom,RW,,26.7,26.0,
,Alexandre Texier,C,,0.0,31.0,
,Jakub Lauko,C,,10.0,56.0,
,Jakub Lauko,C,,14.3,38.0,
,Jakub Lauko,C,,0.0,18.0,
,Nathan Bastian,RW,,32.0,59.0,
,Simon Benoit,D,,,78.0,
,Brett Berard,LW,,42.9,35.0,
,T.J. Brodie,D,,,54.0,
,Dennis Cholowski,D,,,39.0,
,Dennis Cholowski,D,,,33.0,
,Dennis Cholowski,D,,,6.0,
,Mathew Dumba,D,,,63.0,
,Adam Klapka,F,,35.3,31.0,
,Tyler Kleven,D,,,79.0,
,Kaedan Korczak,D,,,40.0,
,Beck Malenstyn,LW,,55.9,76.0,
,Kevin Rooney,C,,47.2,70.0,
,Jack Thompson,D,,,31.0,
,Jesse Puljujärvi,RW,,0.0,31.0,
,Jesse Puljujärvi,RW,,0.0,26.0,
,Jesse Puljujärvi,RW,,,5.0,
,Vinnie Hinostroza,C,,41.2,38.0,
,Vinnie Hinostroza,C,,50.0,13.0,
,Vinnie Hinostroza,C,,40.0,25.0,
,Connor Dewar,C,,42.7,48.0,
,Connor Dewar,C,,43.0,31.0,
,Connor Dewar,C,,33.3,17.0,
,Henri Jokiharju,D,,,60.0,
,Henri Jokiharju,D,,,42.0,
,Henri Jokiharju,D,,,18.0,
,Jordan Oesterle,D,,,37.0,
,Jordan Oesterle,D,,,22.0,
,Jordan Oesterle,D,,,15.0,
,Cam Atkinson,RW,,33.3,39.0,
,Lian Bichsel,D,,,38.0,
,Marc Del Gaizo,D,,,46.0,
,Adam Edstrom,C,,0.0,51.0,
,Marc Gatcomb,F,,41.7,39.0,
,Carl Grundström,RW,,42.9,56.0,
,Joel Hanley,D,,,53.0,
,Albert Johansson,D,,,61.0,
,Tyson Jost,C,,45.2,39.0,
,Josh Mahura,D,,,64.0,
,Scott Mayfield,D,,,66.0,
,Daniil Miromanov,D,,,44.0,
,Tyler Motte,C,,41.4,55.0,
,Shakir Mukhamadullin,D,,,30.0,
,Tomáš Nosek,C,,51.8,59.0,
,Jan Rutta,D,,,54.0,
,Jonas Siegenthaler,D,,,55.0,
,Scott Perunovich,D,,,35.0,
,Scott Perunovich,D,,,24.0,
,Scott Perunovich,D,,,11.0,
,Nolan Allan,D,,,43.0,
,Erik Brännström,D,,,28.0,
,Seamus Casey,D,,,14.0,
,Jake Christiansen,D,,,68.0,
,Luca Del Bel Belluz,C,,43.0,15.0,
,Ty Dellandrea,C,,49.9,68.0,
,Barclay Goodrow,RW,,42.9,77.0,
,Jordan Greenway,LW,,20.6,34.0,
,Justin Holl,D,,,73.0,
,Ivan Ivan,F,,40.9,40.0,
,Wyatt Kaiser,D,,,57.0,
,Justin Kirkland,LW,,42.9,21.0,
,Rasmus Kupari,C,,52.5,59.0,
,Hendrix Lapierre,C,,39.6,27.0,
,Brock McGinn,LW,,12.5,26.0,
,Jacob Moverare,D,,,49.0,
,Jeff Petry,D,,,44.0,
,Matt Rempe,C,,15.4,42.0,
,Cole Schwindt,RW,,50.5,42.0,
,Miles Wood,LW,,27.3,37.0,
,Calvin de Haan,D,,,47.0,
,Calvin de Haan,D,,,44.0,
,Calvin de Haan,D,,,3.0,
,Jimmy Vesey,LW,,20.0,43.0,
,Jimmy Vesey,LW,,27.3,33.0,
,Jimmy Vesey,LW,,0.0,10.0,
,Victor Mancini,D,,,31.0,
,Victor Mancini,D,,,15.0,
,Victor Mancini,D,,,16.0,
,Jacob Bernard-Docker,D,,,40.0,
,Jacob Bernard-Docker,D,,,25.0,
,Jacob Bernard-Docker,D,,,15.0,
,Emil Andrae,D,,,42.0,
,Jake Bean,D,,,64.0,
,Jacob Bryson,D,,,48.0,
,Colton Dach,C,,50.0,25.0,
,Justin Dowling,C,,48.3,52.0,
,Christian Fischer,RW,,56.3,46.0,
,Christian Fischer,RW,,56.3,45.0,
,Christian Fischer,RW,,,1.0,
,Haydn Fleury,D,,,39.0,
,Ethen Frank,F,,0.0,24.0,
,Luke Glendening,C,,57.0,77.0,
,Travis Hamonic,D,,,59.0,
,Samuel Helenius,C,,46.8,50.0,
,Calle Järnkrok,C,,22.2,19.0,
,Ville Koivunen,RW,,100.0,8.0,
,Klim Kostin,C,,30.8,35.0,
,Sam Lafferty,C,,50.6,60.0,
,Hampus Lindholm,D,,,17.0,
,Anthony Mantha,RW,,33.3,13.0,
,Mikael Pyyhtia,LW,,66.7,47.0,
,Max Sasson,F,,42.7,29.0,
,Troy Stecher,D,,,66.0,
,Tyler Tucker,D,,,38.0,
,Parker Wotherspoon,D,,,55.0,
,Noah Gregor,C,,57.1,52.0,
,Noah Gregor,C,,50.0,40.0,
,Noah Gregor,C,,100.0,12.0,
,Vladislav Kolyachonok,D,,,35.0,
,Vladislav Kolyachonok,D,,,23.0,
,Vladislav Kolyachonok,D,,,12.0,
,Luke Schenn,D,,,76.0,
,Luke Schenn,D,,,61.0,
,Luke Schenn,D,,,15.0,
,Daniel Sprong,RW,,0.0,30.0,
,Daniel Sprong,RW,,0.0,9.0,
,Daniel Sprong,RW,,0.0,10.0,
,Daniel Sprong,RW,,0.0,11.0,
,Nils Åman,C,,37.8,19.0,
,Ethan Del Mastro,D,,,24.0,
,Nick DeSimone,D,,,20.0,
,Phillip Di Giuseppe,LW,,20.0,20.0,
,Zemgus Girgensons,C,,47.3,82.0,
,David Gustafsson,C,,50.0,36.0,
,Jansen Harkins,C,,53.4,62.0,
,Matthew Highmore,LW,,26.3,41.0,
,Jack Johnson,D,,,41.0,
,Linus Karlsson,C,,20.0,23.0,
,Jonathan Lekkerimäki,RW,,0.0,24.0,
,Artyom Levshunov,D,,,18.0,
,Jonathon Merrill,D,,,70.0,
,Scott Morrow,D,,,14.0,
,Nikita Nesterenko,C,,0.0,20.0,
,Jani Nyman,RW,,100.0,12.0,
,Anthony Richard,C,,0.0,15.0,
,Derek Ryan,C,,60.4,36.0,
,Landon Slaggert,LW,,0.0,33.0,
,Brendan Smith,D,,,32.0,
,Arber Xhekaj,D,,,70.0,
,Dennis Gilbert,D,,,29.0,
,Dennis Gilbert,D,,,25.0,
,Dennis Gilbert,D,,,4.0,
,Oliver Wahlstrom,RW,,75.0,43.0,
,Oliver Wahlstrom,RW,,50.0,27.0,
,Oliver Wahlstrom,RW,,83.3,16.0,
,Rodrigo Abols,C,,58.4,22.0,
,Isaiah George,D,,,33.0,
,Jordan Harris,D,,,33.0,
,Tyson Kozak,C,,46.2,21.0,
,Curtis Lazar,C,,51.3,48.0,
,Nick Leddy,D,,,31.0,
,Vinni Lettieri,C,,50.0,26.0,
,Nils Lundkvist,D,,,39.0,
,Olle Lycksell,RW,,50.0,19.0,
,Philippe Myers,D,,,36.0,
,Liam Ohgren,LW,,,24.0,
,Sam Rinzel,D,,,9.0,
,Ryan Shea,D,,,39.0,
,Devin Shore,C,,49.5,55.0,
,Juuso Välimäki,D,,,43.0,
,Adam Wilsby,D,,,23.0,
,Oliver Kylington,D,,,19.0,
,Oliver Kylington,D,,,13.0,
,Oliver Kylington,D,,,6.0,
,Fraser Minten,C,,45.8,21.0,
,Fraser Minten,C,,47.7,15.0,
,Fraser Minten,C,,42.1,6.0,
,Erik Johnson,D,,,36.0,
,Erik Johnson,D,,,22.0,
,Erik Johnson,D,,,14.0,
,Kieffer Bellows,LW,,66.7,19.0,
,Lucas Carlsson,D,,,13.0,
,Louis Crevier,D,,,32.0,
,Hudson Fasching,RW,,20.0,43.0,
,Jonah Gadjovich,LW,,60.0,42.0,
,Ryan Graves,D,,,61.0,
,Erik Gudbranson,D,,,16.0,
,Juha Jaaska,F,,51.6,18.0,
,Ross Johnston,LW,,0.0,43.0,
,Arthur Kaliyev,RW,,,14.0,
,Rory Kerins,C,,33.3,5.0,
,John Klingberg,D,,,11.0,
,Logan Mailloux,D,,,7.0,
,Nikolas Matinpalo,D,,,41.0,
,Ivan Miroshnichenko,LW,,,18.0,
,Oliver Moore,C,,40.7,9.0,
,Simon Nemec,D,,,27.0,
,Zack Ostapchuk,C,,48.6,56.0,
,Zack Ostapchuk,C,,49.1,43.0,
,Zack Ostapchuk,C,,47.7,13.0,
,Jimmy Snuggerud,RW,,,7.0,
,Tyson Barrie,D,,,13.0,
,Kyle Burroughs,D,,,33.0,
,Nikita Chibrikov,RW,,,4.0,
,Vincent Desharnais,D,,,51.0,
,Vincent Desharnais,D,,,34.0,
,Vincent Desharnais,D,,,10.0,
,Vincent Desharnais,D,,,7.0,
,Nicolas Deslauriers,LW,,33.3,31.0,
,Dryden Hunt,LW,,100.0,5.0,
,Matthew Kessel,D,,,29.0,
,Pyotr Kochetkov,G,,,47.0,
,Maveric Lamoureux,D,,,15.0,
,Andre Lee,LW,,,19.0,
,Cameron Lund,C,,66.7,11.0,
,Fabian Lysell,RW,,,12.0,
,Zack MacEwen,C,,42.9,21.0,
,Rutger McGroarty,RW,,0.0,8.0,
,Alex Nedeljkovic,G,,,38.0,
,Matthew Nieto,LW,,40.0,32.0,
,Elias Pettersson,D,,,28.0,
,Owen Pickering,D,,,25.0,
,Valtteri Puustinen,RW,,,13.0,
,Ilya Sorokin,G,,,61.0,
,Spencer Stastney,D,,,23.0,
,Mitchell Stephens,C,,53.6,28.0,
,Akil Thomas,C,,43.9,25.0,
,Marc-Édouard Vlasic,D,,,27.0,
,Austin Watson,LW,,66.7,13.0,
,Dustin Wolf,G,,,53.0,
,Kailer Yamamoto,RW,,100.0,12.0,
,Walker Duehr,F,,11.1,24.0,
,Walker Duehr,F,,12.5,16.0,
,Walker Duehr,F,,0.0,8.0,
,Andreas Englund,D,,,35.0,
,Andreas Englund,D,,,11.0,
,Andreas Englund,D,,,24.0,
,David Jiříček,D,,,12.0,
,David Jiříček,D,,,6.0,
,David Jiříček,D,,,6.0,
,Pierre-Olivier Joseph,D,,,47.0,
,Pierre-Olivier Joseph,D,,,23.0,
,Pierre-Olivier Joseph,D,,,24.0,
,Marc McLaughlin,F,,43.8,14.0,
,Marc McLaughlin,F,,42.9,12.0,
,Marc McLaughlin,F,,50.0,2.0,
,Nicolas Aubé-Kubel,RW,,62.5,22.0,
,Nicolas Aubé-Kubel,RW,,66.7,19.0,
,Nicolas Aubé-Kubel,RW,,50.0,3.0,
,Robert Bortuzzo,D,,,17.0,
,Luca Cagnoni,D,,,6.0,
,Joey Daccord,G,,,57.0,
,Ivan Demidov,RW,,0.0,2.0,
,Filip Gustavsson,G,,,58.0,
,John Hayden,C,,53.4,20.0,
,Ben Hutton,D,,,11.0,
,Grant Hutton,D,,,13.0,
,Connor Ingram,G,,,22.0,
,Tyler Johnson,C,,63.6,9.0,
,Max Jones,LW,,,26.0,
,Max Jones,LW,,,7.0,
,Max Jones,LW,,,19.0,
,Oliver Kapanen,C,,42.9,18.0,
,Spencer Knight,G,,,38.0,
,Spencer Knight,G,,,23.0,
,Spencer Knight,G,,,15.0,
,Kevin Korchinski,D,,,16.0,
,John Ludvig,D,,,8.0,
,Matt Martin,LW,,53.3,32.0,
,Dylan McIlrath,D,,,17.0,
,Keaton Middleton,D,,,41.0,
,Liam O'Brien,C,,0.0,28.0,
,Brennan Othmann,LW,,0.0,22.0,
,Noah Philp,F,,39.2,15.0,
,Ryan Reaves,RW,,0.0,35.0,
,Mike Reilly,D,,,18.0,
,Cole Reinhardt,LW,,100.0,17.0,
,Justin Robidas,C,,44.4,2.0,
,Joshua Roy,RW,,100.0,12.0,
,Michael Sgarbossa,C,,45.0,3.0,
,Ty Smith,D,,,8.0,
,Alex Steeves,F,,,7.0,
,Linus Ullmark,G,,,44.0,
,Andrei Vasilevskiy,G,,,63.0,
,Wyatt Aamodt,D,,,2.0,
,Frederik Andersen,G,,,22.0,
,Joey Anderson,RW,,60.0,18.0,
,Jaret Anderson-Dolan,C,,50.0,7.0,
,Yaroslav Askarov,G,,,13.0,
,Andreas Athanasiou,C,,46.4,8.0,
,Arshdeep Bains,F,,75.0,13.0,
,Owen Beck,C,,53.8,12.0,
,Emil Bemström,C,,66.7,14.0,
,Clark Bishop,C,,38.9,6.0,
,Mackenzie Blackwood,G,,,56.0,
,Mackenzie Blackwood,G,,,19.0,
,Mackenzie Blackwood,G,,,37.0,
,Matěj Blümel,RW,,,7.0,
,Sergei Bobrovsky,G,,,54.0,
,Skyler Brind'Amour,C,,68.0,2.0,
,Josh Brown,D,,,10.0,
,Patrick Brown,C,,45.5,15.0,
,Callahan Burke,C,,100.0,7.0,
,Drake Caggiula,LW,,100.0,7.0,
,Michael Callahan,D,,,17.0,
,Ethan Cardwell,RW,,50.0,6.0,
,Declan Carlile,D,,,3.0,
,Lucas Condotta,F,,58.6,7.0,
,Angus Crookshank,LW,,33.3,8.0,
,Casey DeSmith,G,,,27.0,
,Dylan Duke,LW,,,2.0,
,John Farinacci,C,,75.0,1.0,
,Cale Fleury,D,,,14.0,
,Nolan Foote,LW,,50.0,7.0,
,Parker Ford,F,,,3.0,
,Brendan Gaunce,C,,48.1,12.0,
,Alexandar Georgiev,G,,,49.0,
,Alexandar Georgiev,G,,,18.0,
,Alexandar Georgiev,G,,,31.0,
,John Gibson,G,,,29.0,
,Patrick Giles,F,,34.0,17.0,
,Patrick Giles,F,,29.8,9.0,
,Patrick Giles,F,,38.0,8.0,
,Helge Grans,D,,,6.0,
,Kevin Gravel,D,,,6.0,
,Daniil Gushchin,LW,,100.0,12.0,
,Mike Hardman,RW,,0.0,2.0,
,Ville Heinola,D,,,18.0,
,Connor Hellebuyck,G,,,63.0,
,Joel Hofer,G,,,31.0,
,Justin Hryckowian,F,,60.0,5.0,
,Arttu Hyry,F,,68.8,5.0,
,Bokondji Imama,LW,,,16.0,
,Tristan Jarry,G,,,36.0,
,Matt Kiersted,D,,,2.0,
,Joona Koppanen,LW,,39.1,11.0,
,Darcy Kuemper,G,,,50.0,
,Joseph LaBate,C,,0.0,6.0,
,Tanner Laczynski,C,,43.2,8.0,
,William Lagesson,D,,,7.0,
,Brad Lambert,C,,33.3,5.0,
,Kevin Lankinen,G,,,51.0,
,Jeremy Lauzon,D,,,28.0,
,Ryan Leonard,RW,,100.0,9.0,
,Ukko-Pekka Luukkonen,G,,,55.0,
,Jeff Malott,F,,50.0,12.0,
,Georgii Merkulov,F,,0.0,6.0,
,Dakota Mermis,D,,,4.0,
,Dakota Mermis,D,,,1.0,
,Dakota Mermis,D,,,3.0,
,Elvis Merzļikins,G,,,53.0,
,Ian Mitchell,D,,,15.0,
,Sam Montembeault,G,,,62.0,
,Ian Moore,D,,,3.0,
,Sam Morton,F,,57.1,1.0,
,Bradly Nadeau,LW,,,2.0,
,Jake Oettinger,G,,,58.0,
,Ville Ottavainen,D,,,1.0,
,Zayne Parekh,D,,,1.0,
,Isaak Phillips,D,,,3.0,
,Calvin Pickard,G,,,36.0,
,Andrew Poturalski,C,,48.8,3.0,
,Samuel Poulin,RW,,,7.0,
,Jonathan Quick,G,,,24.0,
,Calum Ritchie,C,,42.9,7.0,
,Isak Rosen,RW,,,8.0,
,Chad Ruhwedel,D,,,5.0,
,Ilya Samsonov,G,,,29.0,
,Juuse Saros,G,,,58.0,
,Matthew Savoie,C,,66.7,4.0,
,Dominik Shine,F,,,9.0,
,Ilya Solovyov,D,,,5.0,
,Justin Sourdif,RW,,,1.0,
,Jack St. Ivany,D,,,19.0,
,Anthony Stolarz,G,,,34.0,
,Daniil Tarasov,G,,,20.0,
,Logan Thompson,G,,,43.0,
,T.J. Tynan,C,,33.3,9.0,
,Vítek Vaněček,G,,,25.0,
,Vítek Vaněček,G,,,18.0,
,Vítek Vaněček,G,,,7.0,
,Karel Vejmelka,G,,,58.0,
,Daniel Vladař,G,,,30.0,
,Chris Wagner,C,,44.4,28.0,
,Taylor Ward,F,,100.0,1.0,
,Ozzy Wiesblatt,RW,,,5.0,
,Ryan Winterton,C,,50.0,12.0,
,Matthew Wood,RW,,33.3,6.0,
,Jack Ahcan,D,,,2.0,
,Alexander Alexeyev,D,,,8.0,
,Jake Allen,G,,,31.0,
,Justus Annunen,G,,,34.0,
,Justus Annunen,G,,,11.0,
,Justus Annunen,G,,,23.0,
,Rasmus Asplund,F,,60.0,6.0,
,Alex Barré-Boulet,F,,,2.0,
,Matt Benning,D,,,7.0,
,Jordan Binnington,G,,,56.0,
,Tobias Björnfot,D,,,14.0,
,Joel Blomqvist,G,,,15.0,
,Samuel Bolduc,D,,,1.0,
,Thomas Bordeleau,C,,100.0,1.0,
,Shane Bowers,C,,100.0,4.0,
,Travis Boyd,C,,,3.0,
,Chase Bradley,LW,,,2.0,
,Guillaume Brisebois,D,,,3.0,
,Brendan Brisson,C,,,9.0,
,Frederic Brunet,D,,,1.0,
,Hunter Brzustewicz,D,,,1.0,
,Kyle Capobianco,D,,,1.0,
,Nathan Clurman,D,,,1.0,
,Dylan Coghlan,D,,,6.0,
,Drew Commesso,G,,,2.0,
,Eric Comrie,G,,,20.0,
,Pheonix Copley,G,,,1.0,
,Sebastian Cossa,G,,,1.0,
,Cameron Crotty,D,,,1.0,
,Maxwell Crozier,D,,,5.0,
,Nico Daws,G,,,6.0,
,Thatcher Demko,G,,,23.0,
,Grigori Denisenko,LW,,0.0,1.0,
,Travis Dermott,D,,,19.0,
,Travis Dermott,D,,,10.0,
,Travis Dermott,D,,,9.0,
,Cam Dineen,D,,,4.0,
,Jakub Dobes,G,,,16.0,
,Louis Domingue,G,,,1.0,
,Karsen Dorwart,F,,40.0,5.0,
,Lukáš Dostál,G,,,54.0,
,Joshua Dunne,C,,28.6,2.0,
,Riley Duran,C,,50.0,2.0,
,Dalibor Dvorsky,C,,50.0,2.0,
,Samuel Ersson,G,,,47.0,
,Ivan Fedotov,G,,,26.0,
,Tye Felhaber,F,,,5.0,
,Domenick Fensore,D,,,2.0,
,Jack Finley,C,,60.0,1.0,
,Marc-André Fleury,G,,,26.0,
,Anton Forsberg,G,,,30.0,
,Liam Foudy,C,,,2.0,
,Mark Friedman,D,,,5.0,
,Jacob Gaucher,F,,66.7,4.0,
,Julien Gauthier,RW,,,1.0,
,Adam Ginning,D,,,1.0,
,Jet Greaves,G,,,11.0,
,Nikita Grebenkin,RW,,100.0,7.0,
,Ryan Greene,C,,33.3,2.0,
,Philipp Grubauer,G,,,26.0,
,Robert Hägg,D,,,2.0,
,Jani Hakanpää,D,,,2.0,
,Brian Halonen,F,,,2.0,
,Brandon Halverson,G,,,1.0,
,Rafaël Harvey-Pinard,LW,,,1.0,
,Dennis Hildeby,G,,,6.0,
,Adin Hill,G,,,50.0,
,Hayden Hodgson,RW,,,2.0,
,Marcus Högberg,G,,,15.0,
,Samuel Honzek,LW,,0.0,5.0,
,Daemon Hunt,D,,,1.0,
,Ville Husso,G,,,13.0,
,Ville Husso,G,,,9.0,
,Ville Husso,G,,,4.0,
,Quinn Hutson,F,,,2.0,
,Jere Innala,F,,33.3,17.0,
,Jan Jeník,RW,,33.3,2.0,
,Jonas Johansson,G,,,19.0,
,Reese Johnson,F,,,3.0,
,Ryan Johnson,D,,,3.0,
,Ben Jones,F,,48.0,26.0,
,Caleb Jones,D,,,6.0,
,Noah Juulsen,D,,,35.0,
,Kaapo Kähkönen,G,,,1.0,
,Devin Kaplan,RW,,,1.0,
,Joakim Kemell,RW,,,2.0,
,Niklas Kokko,G,,,1.0,
,Aleksei Kolosov,G,,,17.0,
,Joonas Korpisalo,G,,,27.0,
,Kirill Kudryavtsev,D,,,2.0,
,Raphael Lavoie,C,,0.0,9.0,
,Nathan Legare,RW,,,3.0,
,Tristan Lennox,G,,,1.0,
,Devon Levi,G,,,9.0,
,Charlie Lindgren,G,,,39.0,
,Jake Lucchini,F,,50.0,3.0,
,Jett Luchanko,F,,45.9,4.0,
,Tristan Luneau,D,,,6.0,
,Alex Lyon,G,,,30.0,
,Kurtis MacDermid,LW,,,23.0,
,Connor Mackey,D,,,2.0,
,James Malatesta,LW,,100.0,2.0,
,Jacob Markström,G,,,49.0,
,Spencer Martin,G,,,9.0,
,Carter Mazur,LW,,,1.0,
,Jaycob Megna,D,,,8.0,
,Jacob Melanson,RW,,,1.0,
,Leevi Merilainen,G,,,12.0,
,Ben Meyers,F,,49.0,8.0,
,Sonny Milano,LW,,,3.0,
,Michael Milne,LW,,,1.0,
,Trent Miner,G,,,2.0,
,Daniil Misyul,D,,,1.0,
,Mason Morelli,F,,,1.0,
,Petr Mrázek,G,,,38.0,
,Petr Mrázek,G,,,33.0,
,Petr Mrázek,G,,,5.0,
,Ty Mueller,C,,33.3,2.0,
,Brett Murray,LW,,,3.0,
,Matt Murray,G,,,2.0,
,Alexander Nylander,LW,,75.0,5.0,
,Oskar Olausson,RW,,,2.0,
,Noah Ostlund,C,,36.4,8.0,
,Victor Ostman,G,,,1.0,
,Yaniv Perets,G,,,1.0,
,Gabriel Perreault,RW,,0.0,5.0,
,Alexander Petrovic,D,,,5.0,
,Michael Pezzetta,C,,25.0,25.0,
,Jason Polin,F,,100.0,2.0,
,Vasiliy Ponomarev,C,,51.9,7.0,
,Erik Portillo,G,,,1.0,
,Cayden Primeau,G,,,11.0,
,Nikita Prishchepov,C,,,10.0,
,Jacob Quillan,F,,,1.0,
,James Reimer,G,,,24.0,
,James Reimer,G,,,2.0,
,James Reimer,G,,,22.0,
,David Rittich,G,,,34.0,
,Matthew Robertson,D,,,2.0,
,Olivier Rodrigue,G,,,2.0,
,Georgi Romanov,G,,,8.0,
,Jonas Røndbjerg,RW,,20.0,13.0,
,Scott Sabourin,F,,,1.0,
,Steven Santini,D,,,1.0,
,Akira Schmid,G,,,5.0,
,Corey Schueneman,D,,,4.0,
,Jimmy Schuldt,D,,,8.0,
,Donovan Sebrango,D,,,2.0,
,Conor Sheary,LW,,0.0,5.0,
,Hunter Shepard,G,,,1.0,
,Igor Shesterkin,G,,,61.0,
,Owen Sillinger,F,,40.0,1.0,
,Arturs Silovs,G,,,10.0,
,Jakub Skarek,G,,,2.0,
,Stuart Skinner,G,,,51.0,
,Givani Smith,RW,,,13.0,
,Givani Smith,RW,,,6.0,
,Givani Smith,RW,,,7.0,
,Arvid Söderblom,G,,,36.0,
,Jaxson Stauber,G,,,6.0,
,Clay Stevenson,G,,,1.0,
,Ales Stezka,G,,,1.0,
,Matthew Stienburg,C,,,8.0,
,Riley Stillman,D,,,5.0,
,Aydar Suniev,LW,,,1.0,
,Ryan Suzuki,C,,57.1,2.0,
,Jeremy Swayman,G,,,58.0,
,Mads Søgaard,G,,,2.0,
,Cam Talbot,G,,,47.0,
,Dustin Tokarski,G,,,6.0,
,Nikita Tolopilo,G,,,2.0,
,Dominic Toninato,C,,60.0,5.0,
,Riley Tufte,LW,,50.0,6.0,
,Ryan Ufko,D,,,1.0,
,Semyon Varlamov,G,,,10.0,
,Jeffrey Viel,F,,100.0,5.0,
,Matt Villalta,G,,,1.0,
,Jesper Wallstedt,G,,,2.0,
,Tim Washe,F,,50.0,2.0,
,Scott Wedgewood,G,,,24.0,
,Scott Wedgewood,G,,,5.0,
,Scott Wedgewood,G,,,19.0,
,Colin White,C,,23.1,3.0,
,Jack Williams,F,,45.5,1.0,
,Joseph Woll,G,,,42.0,
,League Average,,,50.0,,
